Concertation,Débat,Contribution collective,Nombre de participants,user-id,Age,Quartier,Contenu
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fa958770d796ee13bd1784","45-49 ans","Parc Sud","Trop de bâtiments neufs sont en vis-à-vis rapproché. Pas assez d’espaces verts ou de loisirs.
Mais également une qualité dans les matériaux et architecturale médiocre et sans cohérence.
Un immeuble repeint avec pas moins de 11 couleurs différentes, il faut le faire et c'est très chic... (immeuble en face de la crèche du chat perché).
Concernant le cadre de vie, nous le recherchons désespérément, car celui-ci a disparu il y a bien longtemps!
Il y a bien un problème de fond dans cette ville que les habitants des quartiers encore paisibles ne perçoivent pas forcément. En effet, certains quartiers sont livrés à eux-mêmes (pas de sécurité, pas d'hygiène, espaces publics négligés et plus de convivialité)."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fbdced0672f89b510d8920","45-49 ans","Plateau Mont-Valérien","La qualité de vie, ça passe par le bien manger, moins cher, pour lequel il conviendrait de développer l’agriculture urbaine (bio – il ne s’agit pas d’amener sur la ville des polluants chimiques), ce qui augmentant les espaces verts sols et hors sols (dont toits et façades) contribuerait non seulement à se sentir mieux, mais aussi à éviter les ilots de chaleur que le réchauffement climatique prévoit pour les villes.

La qualité de vie, ça passe par le bien boire, et je ne parle pas là de planter des vignes, mais de l’eau du robinet pour laquelle la ville pourrait prévoir des partenariats et/ou des aides pour l’installation de systèmes de filtration des produits traitants, dans les lieux publics mais aussi pour les particuliers.

La qualité de vie, ça passe aussi par le bien se sentir dans son corps, ou comment développer la pratique de l’exercice physique dans sa vie de tous les jours quand on ne pratique pas forcément un sport : peut-être en commençant par des cours d’éveil corporel en écoles, entreprises, administrations… pour débuter la journée, en adaptant les postes de travail aux problématiques humaines (mal de dos, canal carpien, fatigue oculaire…), en incitant aux pauses régulièrement dans la journée, si possibles en extérieur, mais une courte sieste en intérieur c’est bien aussi (des pauses sans forcément avoir un gobelet de café ou la clope au bec), en favorisant la marche le plus possible (pour ça notamment bravo pour l’aménagement des quais de Seine)."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fed7864d4ec26555d43225","35-39 ans","Centre","Oui il fait bon vivre à Nanterre...surtout dans le centre ville. Nous bénéficions de tout ce dont nous avons besoin ( commerces divers et variés et esprit familial très agréable.). Mais parfois c'est un peu trop ex: 4 supermarchés en l'espace de deux rues...et ce n'est surtout pas le cas pour tous ceux qui habitent derrière la gare...on passe de l'animation au désert juste en dépassant la gare. Certes ces quartiers devraient voir éclore des commerces...enfin! Pour l'instant ces gens n'ont même pas une boulangerie ni même un super marché de qualité, ils sont totalement dépendant du centre!. Il serait temps de réellement équilibrer les avantages en somme. Car les habitants en ont assez d'attendre et que rien ne se passe...il y a trop de différence entre leur qualité de vie et la nôtre. Merci pour votre attention."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fed7864d4ec26555d43225","35-39 ans","Centre","En terme de loisirs il y a une chose qui révolte plus d'une personne ce sont les nouveaux horaires de la piscine Maurice Thorez. Je trouve cela inadmissible. Fermer le bassin ludique à 16h revient à priver tous les enfants qui font une sieste de piscine le week end par exemple. Vous auriez pu appliquer ces horaires en semaine limite mais pas le samedi! Surtout que le prix lui, ne change pas si on arrive à 14h30 et devons quitter le bassin ludique à 16h...car les enfants se moquent bien du grand bassin...cordialement ."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"57009d834d4ec26555d43234","30-34 ans","Université","Bonjour J'habite à côté de la maison d'arrêt des Hauts de Seine , Avenue de la commune de Paris. Au niveau du passage piéton en face du stade , le trottoir est étroit et avec les buissons, la visibilité est réduite. Etant donné que la vitesse est limité à 50Km qui n'est pas respecté par la plupart des automobilistes, les enfants et les adultes ont très peur de traverser ce passage piéton dont la visibilité est caché par les buissons. Je souhaite vivement, qu'ils élargissent ce trottoir ou mettent une barrière avant d'entamer ce passage DANGEREUX. Meilleurs Salutations"
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"570109304d4ec26555d4323b","45-49 ans","Université","Pourquoi pas Nanterre, comme ville exemplaire dans la réduction des déchets comme le fait la ville de Roubaix ? http://www.roubaixzerodechet.fr/ même sans atteindre la perfection du ""zéro déchets"", déjà tendre vers cela en profitant du retour d'expérience de villes audacieuses dans ce domaine serait un pas énorme...."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"570109304d4ec26555d4323b","45-49 ans","Université","Pourquoi pas, Nanterre, ville ""comestible"" avec des bacs ""nourriture à partager"" dans tous les endroits disponibles pour cela et des arbres fruitiers, non pas d'ornements, mais bien comestibles ? cf. http://lesincroyablescomestibles.fr/
C'est clair qu'on peut avoir des arguments contre prétextant de la pollution urbaine mais il y a bien des coins un peu retirés des abords routiers."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"57010a074d4ec26555d4323e","55-59 ans","Université","La ville est de fait un territoire apprenant donc essentiel en terme de dynamique éducative. Pour une ville l'éducation et la culture devraient être la première des priorités. Hors il est décevant de constater que malgré les ressources remarquables et diversifiées de notre ville, le projet éducatif patine et n'est pas à la hauteur des enjeux des transformations en cours et attendues.  
L'espace public ne prend plus suffisamment en compte la place des enfants et des jeunes. Dans les nouvelles programmations las espaces de vie ne semblent pas intégrer les besoins des différentes  catégories de la population. Enfin la fiche éducation a un peu oublié de mentionner le programme de réussite éducative en développement depuis 10ans et le projet éducatif local censé inscrire les intentions , les priorités et les actions de la ville avec l'ensemble de ses acteurs et des habitants."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"57014d084d4ec26555d43250",,,"Nanterre est une ville asphyxiée par les voitures. Je ne parle pas de tous les passage, mais simplement des incivilités des automobilistes, qui se garent n'importe ou, n'importe quand, empiètent sans vergogne sur les trottoirs, ne respectent pas les pistes cyclables. Ca en devient insupportable... Et donne envie de quitter la ville. A 500 mètres de là, plus de soucis, dans les communes avoisinantes..."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fa958770d796ee13bd1784","45-49 ans","Parc Sud","Le constat que fait une contributrice plus haut concernant le quartier l'autre côté de la gare est juste, mais n'est rien à côté de celui du parc sud, laissé à l'abandon. Attention car la dégradation est de plus en plus inquiétante et risquerai de toucher le centre ville un de ces jours. Il faut que vous sachiez que la ghettoisation est agravée de jour en jour. L’attribution de logements uniquement à une population dans certains quartiers de la ville constitue un réel problème… Il s’agit bien d’une politique organisée de ghettoïsation et pas d’un hasard ! Cela contribue à la paupérisation, à l’ethnicité et au mal vivre ensemble."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Centre social et culturel Hissez Haut : Nanterre bouge - jeudi 24 mars 2016","29","570270504d4ec26555d43266","45-49 ans","Vieux-Pont / Sainte Geneviève","Les fêtes de quartier qui ont été supprimées, sont revenues le plus souvent dans les échanges. Qu’en attend-on ? Elles doivent permettre aux gens de descendre dans la rue, de renouer le contact entre les jeunes (15-20 ans) et les adultes. Elles doivent avoir pour objectif les rencontres intergénérationnelles. Cet objectif n’est pas atteint par les fêtes des parcs. Exemple : Les rencontres entre les habitants des quartiers Vieux Pont et Plateau/Mont Valérien à la fête au parc des Chenevreux sont difficiles pour plusieurs raisons : difficulté d’accès ; les gens ne se sentent pas chez eux, ont l’impression d’être perdus dans la masse. Se pose aussi la question des personnes âgées dont le nombre est important au Vieux Pont. S’il est vrai qu’il y avait peu de personnes âgées à la fête de quartier du Vieux Pont, certains venaient malgré tout, quand elle existait.
Autre question soulevée pendant les échanges : A-t-on besoin de la ville pour faire la fête ?
Si la municipalité apporte la logistique, le matériel, le personnel d’animation et des prestations extérieures, avons-nous besoin de beaucoup de moyens pour faire la fête ? Ne peut-on pas favoriser le pouvoir d’agir des habitants ?
Qu’est-ce que « Faire la fête ? » La fête, c’est rencontrer les autres, c’est la danse, la musique, la restauration. La fête des voisins pourrait répondre à ces envies-là et devrait avoir lieu 4 fois par an.
Il faudrait aussi plus de lieux festifs/de loisirs ouverts après 23 heures et également le dimanche."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","L'équipe des Assises à la rencontre des habitants du quartier du Parc  - RER Nanterre préfecture",,"56ec41888b36510a51ad4488",,,"A la question : ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"", les habitants ou salariés rencontrés ont répondu : 
- ""plus de patrouilles de police, besoin de plus d'activités jeunesse, améliorer le stationnement, les parkings sont insuffisants pour les résidents""
- ""Tramway, commerces de proximité""
- "" actions jeunesses, animation des espaces extérieurs, aire de jeux, plus de desserte de bus surtout sur la partie nord et croissant du secteur, HLM vétustes (Fraternité surtout)""
- ""plus de commerces et d'espaces verts comme sur les Terrasses, plus de circulations douces""
- ""animations jeunesse, plus d'activités dans le Parc surtout sportives, manque de restaurants""
- ""renforcer la sécurité, développer offre de commerces de proximité, animation le week end, actions jeunesses.""
- ""A Thorigny sur Marne les transports sont plus accessibles que sur Nanterre Préfecture, 1 RER sur 3, et beaucoup de monde, mais c'est à côté de La Défense.""
 - ""plus de commerces de proximité de qualité""
- ""surtout des accès plus simples pour accéder à la fac. Il n'y a plus d'accès depuis la construction de la nouvelle gare""
- ""plus de tranquillité pour retrouver l'esprit d'il y a 20 ans, plsu de commerces de qualité comme au centre ville""
- ""qu'on dépense moins sur l'affichage, des quartiers recoivent des flyers et pas tous les quartiers, le Mont Valérien a plus d'argent"""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fbdced0672f89b510d8920","45-49 ans","Plateau Mont-Valérien","@Centre socio-culturel (celui qui a apporté sa contribution certes mais surtout @centre socio-culturel en général, comme aux associations d’ailleurs), c'est surtout à toi que je pense pour des rencontres intergénérationnelles ludiques (voire festives), et pas qu’intergénérationnelles d’ailleurs. Ou quand on peut aussi se rencontrer si on vient de quartiers différents, voire même de milieux sociaux différents, voire même si… bref quand on est différent.

Et là j’ai en tête l’après-midi qui a eu lieu à la Maison pour tous en mars dernier autour du film « Fatima » et autour d’une table ensuite (le bout de gâteau et le verre de thé, si ce ne sont pas eux les plus forts pour nouer les contacts franchement ?). 

Ça avait été organisé par plusieurs centres socio-culturels et assos et ça avait permis une chouette rencontre entre des gens qui ne se seraient pas rencontrés s’ils étaient restés chacun à faire la fête dans leur quartier.

Donc moi je dis, centre socio-culturel power en action !
(et en association avec d’autres donc)"
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Débat sur les changements dans la cité des Provinces Françaises au Centre Social et Culturel La Traverse","18","5703fd314d4ec26555d4328b","35-39 ans","Université","Suite de la contribution déjà postée sur le thème des grands chantiers :
Le débat qui portait principalement sur les changements urbains a également amené une réflexion plus large concernant l'ambiance dans la cité des provinces Françaises et les lieux de convivialité :
Ce qui est vu négativement : 
-	La vie sociale a disparu dans la cité (regret de la disparition des fêtes de quartier de grande proximité). La fête du parc André Malraux ne remplit pas cette fonction de proximité et d'échanges ""entre voisins""- avec une ambiance de fête qui rassemblait et fédérait de nombreuses énergies, autour de l'école. 
- Importance de recréer des temps d'échanges entre voisins pour tisser des liens
- Les échanges ont porté également sur le rôle du centre social et Culturel : 1 témoignage regrette que le lieu soit marqué par la présence majoritaire des femmes. 
- Un autre témoignage apporte une vision différente : l'ambiance serait selon elle plus conviviale désormais car auparavant, si on ne faisait pas partie d'un groupe, on n'était pas intégré. 
- Tous les participants s'accordent sur l'intérêt de poursuivre ce type d'échanges, en dehors des temps de concertation, et sur l'idée de recréer une fête ""de cité"" avec les moyens dont on dispose."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fbdced0672f89b510d8920","45-49 ans","Plateau Mont-Valérien","La qualité de vie passant également par la préservation et le développement du petit commerce dans chaque quartier de la ville, pourquoi ne pas tester l'expérience d'une monnaie locale complémentaire ? Une monnaie qui serait directement utilisée pour les besoins du quotidien dans un circuit local.

La richesse se créant quand la monnaie circule, les initiatives du RES à Bruxelles depuis 1996, du sol-violette à Toulouse depuis 2011, ou d’autres villes en France et dans le monde, ont permis non seulement de (re)constituer sur place (ou sont en train de le faire) un réseau local d'échange de produits et services, mais aussi de tempérer les effets de la crise économique ou de tisser des liens différents entre les gens.

A noter qu’un des plus fervents défenseurs des monnaies locales complémentaires en Europe est Bernard Lietaer, un des concepteurs de l’euro (qui sait donc plutôt de quoi il parle)."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fbdced0672f89b510d8920","45-49 ans","Plateau Mont-Valérien","Toujours quant à développer le petit commerce local, pour que chacun puisse en profiter, on pourrait également imaginer la mise en place d'une carte avantages qui permettrait d'engranger des points à chaque achat dans un petit commerce de Nanterre, le cumul des points permettant ensuite des réductions sur une liste de produits."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Rencontre du 23 mars – Quartier du Petit Nanterre : Le changement sur Nanterre et le Petit Nanterre","20","56ec41888b36510a51ad4488",,,"La répartition entre ceux qui perçoivent du changement et ceux qui ne le perçoivent pas en tant que tel penche plutôt pour les premiers. « Nanterre change : plus de trottoirs, de vert, de bâtiment » (jeune homme, 14 ans). Mais certains ne perçoivent pas de changement (« je ne perçois pas de changement que ce soit sur Nanterre ou sur le Petit Nanterre », habitant des Potagers, 17 ans).

Les *« plus »* :
- Des changements sur Nanterre et le Petit Nanterre vécus, en grande majorité, positivement.
- « Le quartier du Petit Nanterre : c’est le meilleur quartier de Nanterre. Il y a tout ce qu’il faut sur le quartier » (jeune de 13 ans)
- « Je ne vois rien de négatif que ce soit pour Nanterre ou le Petit Nanterre, je viens des Mureaux et Nanterre, c’est mieux », « L’ambiance est agréable » (habitante aux Glycines depuis 2012).
- Des aménagements sur les espaces extérieurs perçus positivement (quasi-totalité des personnes interrogées), notamment la Coulée Verte citée à différentes reprises.
- « L’Hôpital : moins de service qu’avant, mais on y soigne quand même très bien » (couple retraité).
- « Le quartier est plus propre qu’avant », « les interventions sur les écoles et la Maison de l’Enfance sont très bien » (habitante des Lauriers).

Les *« moins »* :

- De nombreuses témoignages sur les dysfonctionnements liés au logement et sur les difficultés de pouvoir changer de logement. Le manque d’accessibilité PMR et de logements adaptés dans les immeubles. Des logements considérés comme trop vieillissants.
- Les nouvelles constructions de l’avenue de République ont été conçus pour « cacher la misère » (jeune fille 14 ans). « Des bâtiments trop collées » (2 jeunes filles, 15 ans). Peu d’espaces verts. « Il manque un grand parc, comme le Parc A. Malraux » (habitante des Lauriers).
- Les habitants de la tour des Glycines ont l’impression d’avoir été mis à l’écart de la rénovation urbaine (espaces extérieurs non refaits), absence d’aire de jeux. Idée de transformer le « terrain vague » à l’arrière des Glycines en place de stationnement supplémentaires (une mère et sa fille).
- Des aires de jeux considérées comme non intéressantes, trop éloignées ou trop étriqués (3 témoignages). Des « jets d’eau » sollicités par 3 témoignages de jeunes essentiellement.
- Un manque de points de restauration sur le quartier (évoqué 3 fois).
- La situation du CASH, à la fois sur les craintes de voir des services fermer et sur la présence de SDF sur l’espace public.
- Le sentiment d’un manque d’écoute par le Maire (2 témoignages)
-  « La tranquillité publique, le manque de respect et les actes d’incivilités polluent les évolutions positives de Nanterre » (couple de retraité) 
-  « Avant c’était bien, aujourd’hui non » (le peuplement et les attributions de logement, mais aussi la démission des parents, considérés comme les causes principales).
- Des attentes du bus longues le week-end.
- « Le centre commercial des Tournesols dégrade l’image du quartier, du fait surtout de sa fréquentation » (une mère et sa fille des Glycines). « Le côté négatif du quartier : la place des Muguets, même s’ils ne sont pas méchants, et son square qui est trop refermé » (une habitante des Lauriers).
- Renforcer la verdure / le fleurissement. Manque de poubelles à Nanterre.

Les *« mitigés »* :

- « Nanterre n’a pas changé, à part les nouveaux bâtiments » (jeune fille, 13 ans)	
- « Beaucoup de changements à Nanterre, mais « limités » » ; « Il y a des évolutions, mais ça avance petit à petit » (habitant des Jonquilles)."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"570663484d4ec26555d432e4",,,"Une carte pour recenser le patrimoine arboré remarquable : découvrez la Story Map sur www.nanterre.fr

La ville de Nanterre s’est depuis longtemps préoccupée des questions environnementales, et notamment de la place des espaces verts en milieu urbain. Avec un patrimoine arboré communal d’environ 13 000 sujets, le végétal occupe une place de choix dans notre ville et contribue à l’amélioration de la qualité de vie.

Pour permettre aux habitants de connaître ce patrimoine et plus particulièrement les arbres protégés au PLU, une Story Map est désormais en ligne sur le site internet de la ville.

Découvrez la Story Map sur : http://www.nanterre.fr/1914-le-patrimoine-arbore-remarquable.htm

N’hésitez pas à nous faire part de vos retours dans le fil d'actualité.

La direction de l'environnement de la ville de Nanterre."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56fa958770d796ee13bd1784","45-49 ans","Parc Sud","Nous vous invitons à vous rendre au début de la rue Fernand Léger (sur le côté de la Halle aux chaussures) et vous constaterez concrètement le cadre de vie dans ce quartier. Monticule de sacs poubelles à même le sol depuis bientôt deux semaines (odeurs et rats assurés). SCANDALEUX!!!"
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56f6b40b70d796ee13bd174d","60-64 ans","Centre","Suite à la lecture d'un article, Nucléaire/mesures d'urgence: ""on est loin du compte""[1], je me demande si nous serons prêts à réagir en cas d'accident nucléaire.
Je souhaiterais que la ville organise une série de formations sur les mesures officielles[2] mais très concrètes en cas d’accident nucléaire de Nogent-sur-Seine, 100 km de Nanterre[3], par exemple. 

[1]

Nucléaire/mesures d'urgence: ""on est loin du compte""
L'Association des Commissions Locales d'Information (CLI) sur le nucléaire a estimé que la France était ""loin du compte"" concernant les mesures de protection des personnes en cas d'accident nucléaire.
RAPPORT. ""Sur le papier, tout semble en ordre. Dans les faits, on est très loin du compte"", a déclaré mardi 5 avril 2016 à la presse Jean-Claude Delalonde, président de l'ANCCLI (Association nationale des comités et commissions locales d'information. Je pense que tout  le monde est d'accord aujourd'hui pour dire qu'un accident nucléaire peut arriver en France. La question est de savoir si le jour où il se produira, tout est bien prévu"", a ajouté M. Delalonde. ""Il ne s'agit pas de faire du +catastrophisme+"", a-t-il précisé. Née en 2000, l'ANCCLI compte des représentants des 36 Commissions locales d'information (CLI) créées autour des sites nucléaires. Chaque CLI est formée d'élus locaux, d'associations de protection de l'environnement, de syndicalistes et d'experts et personnalités qualifiées. A l'occasion des 5 ans de la catastrophe de Fukushima et des 30 ans de celle de Tchernobyl, l'ANCCLI a présenté un rapport de son comité scientifique et un autre de l'ACRO (Association pour le contrôle de la radioactivité dans l'Ouest) sur les plans d'urgence nucléaire en France. Plus de cent pages au total pour faire l'état des lieux et avancer des propositions. ""La France a tiré de grandes leçons"" de Tchernobyl et de  Fukushima mais dans les faits ""il n'y a pas beaucoup de changements"", a dit M. Delalonde. Un  Plan National de réponse à un accident nucléaire ou radiologique majeur a été rendu public en février 2014.
""Trop d'interrogations demeurent""
Ce plan doit être décliné à présent dans les Plans Particuliers d'Intervention (PPI) qui concernent chaque site nucléaire et doivent être réactualisés par les préfets. Ils sont très disparates selon les endroits et certains ne sont même pas mis en ligne, dit M. Delalonde. ""Deux ans après, les préfets ne se sont toujours pas mis en ordre de marche pour appliquer ce que le Plan National prévoit"", affirme M. Delalonde. ""Il est temps de se mettre à travailler, en concertation avec la société civile. Cela ne pourra pas se faire d'un coup de baguette magique"". Les CLI demandent à être associées à la réactualisation des PPI. ""Nous voulons faire des propositions. Et si elles ne sont pas retenues, nous voulons qu'on nous dise pourquoi"", ajoute M. Delalonde. ""Trop d'interrogations demeurent"" sur l'âge des centrales nucléaires et leur niveau de sécurité, sur l'information des populations, leur mise à l'abri en cas d'accident, la distribution d'iode, le temps d'évacuation, les lieux d'accueil possibles, déclare M. Delalonde. ""Beaucoup de choses ont été faites en  France en matière de sûreté nucléaire, contrairement à d'autres pays et on dit bravo pour cela"". ""Mais nous devons aussi pointer du doigt ce qui ne va pas"", ajoute cet ancien maire de Loon-Plage, commune située près de la centrale nucléaire de Gravelines.
http://www.sciencesetavenir.fr/nature-environnement/nucleaire/20160406.OBS7975/nucleaire-mesures-d-urgence-on-est-loin-du-compte.html

[2]

http://www.risques.gouv.fr/risques-technologiques/accident-nucleaire

[3]

Centrale nucléaire de Fukushima Daiichi : 250km de Tokyo et 100km de Sendai (Préfecture Miyagi) qui sont contaminées."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"570696e44d4ec26555d43301","65-69 ans","Parc Nord","Ensemble nous devons changer! ""C'est une triste chose de songer que la nature parle et que le genre humain n'écoute pas"" (Victor Hugo, Les Contemplations). Il ne fera pas bon vivre à Nanterre si on ne met pas rapidement en marche la Transition écologique :  nous devons tout faire, avant qu'il ne soit trop tard, pour que le réchauffement climatique ne dépasse pas 2 degrés!    
...et comment ces assises pourraient ne pas en tenir compte?  Les mesures sont à prendre dès maintenant pour que services municipaux et population passent à l'action. 

-  Communiquer, organiser des réunions par quartier pour expliquer/lister/planifier les actions...
      
   Il faut que chacun réalise la gravité et l'urgence de la situation, sache qu'il a le devoir d'agir et quelles actions il doit entreprendre pour ne plus dépendre des sociétés multinationales et organismes financiers dont la cupidité nous emmène droit dans le mur.     

- Agir...   
          
   SOBRIETE : consommer moins de pétrole/électricité/eau, moins de viande/poisson - produire moins de déchets, recycler, composter ...   
   AUTONOMIE ENERGETIQUE : partout où c'est possible créer, utiliser des énergies renouvelables (adhérer à Enercoop ou Energie partagée)  - préférer le vélo, les transports en commun (faire baisser le prix), l'auto-partage  - utiliser de l'eau non-potable pour arroser/nettoyer - …   
   AUTONOMIE ALIMENTAIRE : favoriser l'agriculture urbaine en proposant des espaces (municipaux et privés), des formations à la permaculture, l'aide des jardiniers municipaux - créer des associations/coopératives productives telles que les Jardins de Cocagne (insertion de personnes en difficulté) - vendre au marché, dans des points relais - aider au transport - acheter local…   
   AUTONOMIE ECONOMIQUE : développer le Pavé, monnaie locale de Nanterre, pour payer les produits et services fournis à Nanterre, qui se développeront à leur tour - ...   
   DEPOLLUTION : dépolluer les sols victimes d'activités industrielles (les nettoyer vraiment au lieu de cacher sous une toile recouverte d'une couche de terre, incultivable) - moins salir l'eau, garder une gestion publique de l'eau - éviter la voiture pour que piétons/ cyclistes/ riverains respirent mieux, diminuer les autres émissions s'il y a -  limiter les pollutions électro-magnétique et radio-active (contrôler les émissions, interdire le compteur électrique Linky, mettre à disposition des instruments de mesure) - ...   

-  Améliorer le vivre ensemble dans les quartiers pour être plus heureux, mieux communiquer et se fixer des objectifs communs...     
     
   MAISONS DE QUARTIER à créer, ouvertes et conviviales, points de rencontre en liaison avec mairies et régies de quartier/ écoles/ associations, avec permanence d'éducateurs pour accueillir les jeunes, avec école des parents, ...  ;      
   CONSEIL CITOYEN JUNIOR, CANTINE BIO à créer  ;          
   FAIRE ENTRER LA NATURE DANS LA VILLE : créer un peu partout des mini-squares (jeux + arbres + fleurs + bancs) où il fait bon s'arrêter - ne plus bitumer de grands espaces déserts et laisser la terre accessible pour planter/ jouer/ lutter contre le  ruissellement des eaux dans les rues/ les places/ en bas des immeubles - créer un jardin Place N. Mandela - limiter les voitures, en stationnement comme en circulation étroite (créer des parkings couverts, des rues piétonnes, par ex. rue Maurice Thorez) - végétaliser murs, toits et terrasses - coopérer avec la Ferme du bonheur - …    
  
=> Quelle qualité de vie, quel bien-être, si notre terre-mère s'en trouve dévastée et s'il ne fait plus bon y vivre en 2050?             
Des références : le film Demain (du Mouvement des Colibris), les enquêtes de Marie-Monique Robin (projection de son film Sacrée croissance! le 19mai à l'Agora de Nanterre), les films de Jean-Paul Jaud,  documentaires passés sur Arte tels que « L'urgence de ralentir » de Philippe Borrel, ..."
